,title,artist,af_score,review_date,pf_score,best_new_music,author,pub_date,id,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,date
536,strange mercy,st. vincent,8.0,2011-09-13,9.0,1.0,ryan dombal,2011-09-13,5x7cI8aHmaqk03KKl1Auh1,223312.36363636365,37.54545454545455,0.49927272727272726,0.20285454545454543,0.6136363636363636,0.2641327272727273,0.17386363636363636,-8.983090909090908,0.04186363636363636,1315785600.0
537,strangers,marissa nadler,8.0,2016-05-25,7.6,0.0,marcus j. moore,2016-05-21,6u10cQ3OuOlWTQDaXZIjcf,248482.91666666666,9.333333333333334,0.37525000000000003,0.49829166666666663,0.3795,0.3298135916666667,0.140475,-11.268833333333333,0.029966666666666666,1463702400.0
538,strangers to ourselves,modest mouse,5.0,2015-03-16,6.4,0.0,jayson greene,2015-03-17,6iKqPv9C5oU29LR82N8lJf,227962.33333333334,38.8,0.5564666666666667,0.10851133333333335,0.73,0.13862556066666668,0.15005333333333332,-5.6714,0.04228666666666667,1426204800.0
539,success,ken mode,8.0,2015-06-21,5.9,0.0,grayson haver currin,2015-06-15,5fFfmdI5kbImjXK36NWFcM,248747.77777777778,0.2222222222222222,0.3257777777777778,0.0010585911111111112,0.8612222222222222,0.12182773333333333,0.253,-7.91288888888889,0.08902222222222222,1434412800.0
540,suck it and see,arctic monkeys,5.0,2011-06-07,7.5,0.0,marc hogan,2011-06-09,2KhJyDQAtauN6plT5PkfnV,200953.0,47.5,0.419,0.002938583333333333,0.8580833333333334,0.15860716666666666,0.19756666666666667,-5.411583333333333,0.049575,1307404800.0
541,summer knights,joey bada$$,7.0,2013-07-03,6.8,0.0,corban goble,2013-07-12,16KdSB0v7RqYwRjylZCpfn,230115.42857142858,43.57142857142857,0.748,0.10888571428571428,0.6514285714285715,0.0,0.16842857142857143,-6.901285714285714,0.3217142857142857,1383004800.0
542,sun and shade,woods,5.0,2011-06-06,7.9,0.0,mark richardson,2011-06-02,1rZJIfmPw3VT6s84lcTBom,221721.58333333334,11.75,0.48100000000000004,0.5970083333333333,0.5818333333333333,0.31222960833333335,0.12375833333333335,-8.7115,0.037625,1306800000.0
543,sun coming down,ought,8.0,2015-09-25,8.0,0.0,stuart berman,2015-09-15,4MxLa2uPSGSus8XCSivcOD,303362.75,26.75,0.380875,0.092910875,0.824,0.5944,0.174675,-5.0501249999999995,0.05005,1442534400.0
544,sun structures,temples,5.0,2014-02-25,5.5,0.0,jayson greene,2014-02-12,3zjlHX18RBN9h4kMQ1X4KC,264541.1666666667,20.083333333333332,0.3805,0.07566926666666667,0.7615833333333333,0.1865101,0.21263333333333334,-5.540666666666667,0.044724999999999994,1392076800.0
545,sunbather,deafheaven,8.0,2013-05-31,8.9,1.0,brandon stosuy,2013-06-11,2kKXGWaCEl06EKZ4DxBJIT,513919.71428571426,38.714285714285715,0.23357142857142857,0.3345811442857142,0.6202857142857143,0.8892857142857142,0.18685714285714286,-9.138,0.0556,1369699200.0
546,sunbathing animal,parquet courts,4.0,2014-06-05,8.6,1.0,larry fitzmaurice,2014-06-04,6QLvKr5uNyu6fwFXroL8oE,211283.5,23.285714285714285,0.5144285714285715,0.39276285714285714,0.7337142857142858,0.3817101807142857,0.2680142857142857,-6.2282142857142855,0.08189285714285714,1401753600.0
547,surf,donnie trumpet & the social experiment,4.0,2015-06-04,8.3,1.0,david drake,2015-06-05,3eM1KTKmpqrQOvuvYY42cr,194565.0,37.5625,0.5865625,0.6449375,0.40730625,0.1604012625,0.1767375,-11.0095625,0.150625,1435622400.0
548,surfing the void,klaxons,4.0,2010-08-29,7.2,0.0,ian cohen,2010-08-26,77SBywhAek4ax1mkkiCF25,230267.45454545456,5.818181818181818,0.30189090909090904,0.0026953000000000003,0.9472727272727273,0.001083359090909091,0.35756363636363636,-3.902727272727273,0.10932727272727272,1282521600.0
549,sweet heart sweet light,spiritualized,8.0,2012-04-16,8.8,1.0,ryan dombal,2012-04-16,6MQRQ17HwDLjNFLBQ4PCYa,325975.2727272727,16.181818181818183,0.37481818181818183,0.47049090909090907,0.5457272727272727,0.2097168109090909,0.24953636363636364,-7.133090909090909,0.03461818181818182,1334534400.0
550,swing lo magellan,dirty projectors,6.0,2012-07-06,8.8,1.0,grayson currin,2012-07-09,5zQgu9qi6mK8KuleuzM22C,210689.16666666666,26.25,0.5360833333333334,0.5541308333333334,0.5268333333333334,0.0028476124999999995,0.15135833333333334,-7.376,0.08474999999999999,1341878400.0
551,synthetica,metric,3.0,2012-06-22,7.0,0.0,matthew perpetua,2012-06-11,3Dmsk4IC23AFGHEXvNoJVs,236071.0909090909,17.727272727272727,0.48227272727272724,0.08781959090909092,0.7792727272727272,0.23426018181818184,0.1876090909090909,-5.543363636363637,0.04660909090909091,1339459200.0
552,syro,aphex twin,6.0,2014-09-26,8.7,1.0,mark richardson,2014-09-22,0HqN7Cd4XsZGvj2NgwEmFO,323241.9166666667,14.666666666666666,0.6779999999999999,0.360845,0.6883333333333334,0.86225,0.09552500000000001,-10.415166666666666,0.07741666666666668,1411344000.0
553,"take care, take care, take care",explosions in the sky,5.0,2011-04-28,7.2,0.0,joe tangari,2011-04-25,5g2CNuItRDkZWD3QdCk6O7,460508.6666666667,31.666666666666668,0.28550000000000003,0.10398,0.5808333333333334,0.8276666666666667,0.12223333333333335,-10.980333333333334,0.0393,1303776000.0
554,take the kids off broadway,foxygen,8.0,2012-07-09,7.9,0.0,steven hyden,2012-07-23,7usMqTegkIEWcERDDK5i9L,313673.71428571426,21.714285714285715,0.3682857142857143,0.19305714285714284,0.7467142857142858,0.04819742857142857,0.22142857142857145,-5.7989999999999995,0.04314285714285714,1343088000.0
555,teens of denial,car seat headrest,8.0,2016-05-24,8.5,1.0,jeremy gordon,2016-05-20,3KpYyDP8q8sUBxatHaYEsP,350836.9166666667,49.25,0.4435,0.17290916666666667,0.55065,0.05645875916666666,0.1418,-8.551499999999999,0.048641666666666666,1463702400.0
556,teens of style,car seat headrest,7.0,2015-11-06,8.1,0.0,jeremy gordon,2015-10-28,7s2vwXfI8Ki49zYIfTTkRT,255701.45454545456,40.45454545454545,0.46290909090909094,0.055613727272727266,0.49699999999999994,0.3891290909090909,0.19767272727272725,-6.503272727272727,0.03555454545454546,1446163200.0
557,teethed glory and injury,altar of plagues,9.0,2013-05-07,6.8,0.0,grayson currin,2013-05-06,4ctGQ5IIOwmA2FmzM0c22A,320193.6666666667,17.22222222222222,0.23522222222222222,0.0067462,0.7177777777777777,0.5538888888888889,0.3108888888888889,-7.854555555555556,0.08346666666666666,1367280000.0
558,telling it like it is,marching church,7.0,2016-11-11,6.4,0.0,zoe camp,2016-11-18,0kp2GeJxsQRdQEuMNKjLJi,272418.6,12.6,0.3162,0.169209,0.6714,0.018034805,0.15374000000000002,-5.7213,0.05031,1477612800.0
559,tempo,olga bell,7.0,2016-06-08,7.9,0.0,philip sherburne,2016-05-30,62V1Yap4N28VwJNnodi2YJ,224412.9,3.8,0.6546000000000001,0.26894,0.539,0.07788758,0.12521,-9.3253,0.08093,1464307200.0
560,terminal redux,vektor,8.0,2016-05-11,8.2,0.0,sam sodomsky,2016-05-06,56ZRTTv25E2OO7FLuLokkX,440354.6,28.6,0.3711,0.000347539,0.9638,0.08750505700000001,0.24906,-4.7781,0.16316999999999998,1462492800.0
561,tetsuo & youth,lupe fiasco,7.0,2015-01-23,7.2,0.0,jayson greene,2015-01-22,7F58zK8t8whSFjX5X09d28,295717.9375,34.8125,0.5666875,0.28404875,0.6901875,0.009944693125000001,0.34301875,-8.809687499999999,0.14934375,1421712000.0
562,thank your lucky stars,beach house,5.0,2015-10-21,8.1,0.0,jayson greene,2015-10-16,2LY64XcNbQ2bSjjsrbODlL,272974.55555555556,35.333333333333336,0.386,0.3973111111111111,0.48577777777777775,0.6294733333333333,0.13917777777777776,-9.743555555555554,0.02928888888888889,1444953600.0
563,the 2nd law,muse,3.0,2012-10-04,5.5,0.0,ian cohen,2012-10-02,3KuXEGcqLcnEYWnn3OEGy0,247381.15384615384,54.46153846153846,0.38889999999999997,0.1444359230769231,0.7072307692307693,0.2459043076923077,0.18601538461538464,-6.480538461538462,0.05747692307692308,1348444800.0
564,the age of adz,sufjan stevens,6.0,2010-10-10,8.4,1.0,ryan dombal,2010-10-12,4kRMCapj9nEyBWnM0kc9OX,409823.9090909091,39.72727272727273,0.44309090909090915,0.762,0.45290909090909093,0.11739945454545454,0.176,-13.121181818181817,0.11331818181818182,1286841600.0
565,the agent intellect,protomartyr,7.0,2015-10-29,8.2,0.0,j. edward keyes,2015-10-07,7wMrFduh4Gyqq3EeeOJL0V,219467.33333333334,28.916666666666668,0.31916666666666665,0.009641633333333333,0.8561666666666666,0.6748,0.2175,-5.803583333333333,0.050499999999999996,1444348800.0
566,the album about nothing,wale,4.0,2015-05-08,5.4,0.0,claire lobenfeld,2015-04-02,6aCr3UaB8lM9g6TtFB3qwd,276994.0714285714,41.857142857142854,0.6023571428571428,0.27727857142857143,0.6348571428571429,0.000370265,0.18950714285714285,-7.868285714285714,0.21132142857142858,1427760000.0
567,the altar,banks,5.0,2016-10-10,5.1,0.0,katherine st. asaph,2016-10-12,2WzQeYsbrDq1UcVZmY8dVR,220782.3076923077,45.84615384615385,0.4983076923076923,0.28823076923076923,0.4969230769230769,0.0035520561538461537,0.1975769230769231,-8.919153846153845,0.05938461538461538,1475193600.0
568,the ark work,liturgy,7.0,2015-03-26,6.4,0.0,jayson greene,2015-03-26,6GqOWek4cF5UVOEm8q5Vfb,337474.2,12.9,0.2467,0.21418684,0.7066,0.7838,0.23538,-6.536800000000001,0.06,1427155200.0
569,the bravest man in the universe,bobby womack,6.0,2012-06-20,6.2,0.0,ryan dombal,2012-06-14,1d0vqL31qzWAWB8cxyfvuP,202799.63636363635,26.0,0.6211818181818182,0.2576909090909091,0.6022727272727273,0.09946788181818182,0.20564545454545458,-9.388363636363637,0.13907272727272726,1339372800.0
570,the bride,bat for lashes,5.0,2016-07-22,7.6,0.0,cameron cook,2016-07-05,0FOJVGWk7r4QKYCP1hCCEq,244094.38461538462,22.153846153846153,0.3303076923076923,0.7227076923076923,0.3160230769230769,0.06964457769230768,0.10803846153846154,-12.070615384615385,0.04865384615384616,1467331200.0
571,the budos band iii,the budos band,5.0,2010-08-10,7.6,0.0,nate patrin,2010-08-18,4wGhy77LCdzpd7bdUiwQFN,211751.18181818182,28.272727272727273,0.5239090909090909,0.11200818181818181,0.7095454545454546,0.8633636363636363,0.14491818181818183,-9.91518181818182,0.04370909090909091,1281398400.0
572,the children of the night,tribulation,7.0,2015-04-26,8.4,0.0,grayson haver currin,2015-04-21,4whOD3w1OmMhEcv54ai3Ju,339227.7,22.0,0.2738,0.10589644999999999,0.8079000000000001,0.27211162,0.18975,-6.405199999999999,0.05993,1429574400.0
573,the church,mr. oizo,7.0,2014-11-25,4.9,0.0,jonah bromwich,2014-12-04,6YYnH1VSNSUAcYH20Ue1Ec,179226.5,0.0,0.6934,0.0163723,0.9364000000000001,0.447240894,0.23957,-4.018,0.16704999999999998,1416182400.0
574,the colour in anything,james blake,5.0,2016-05-12,8.2,1.0,kevin lozano,2016-05-10,1WyrGCkFDlH1xPadZ5qTkL,269503.35294117645,39.88235294117647,0.45076470588235296,0.6425941176470588,0.28293058823529416,0.15685603529411762,0.13085882352941178,-13.763235294117647,0.046788235294117644,1462406400.0
575,the dream is over,pup,6.0,2016-05-30,7.8,0.0,ian cohen,2016-05-30,0nOAue4UAgOJMLroZc4aTL,183665.0,32.1,0.3478,0.0036559210000000003,0.9311999999999999,0.004259228,0.17009000000000002,-2.3948,0.08621,1464307200.0
576,the endless river,pink floyd,6.0,2014-11-20,5.7,0.0,stephen m. deusner,2014-11-13,0yU7VItpGPmPcvKmwLg0JT,186235.90476190476,38.857142857142854,0.3234238095238095,0.48626571428571425,0.30794285714285713,0.7058548666666666,0.24352380952380953,-17.955714285714286,0.03676190476190476,1415577600.0
577,the english riviera,metronomy,7.0,2011-04-18,6.4,0.0,joshua love,2011-04-19,716fnrS2qXChPC3J2X73pK,246076.0909090909,50.81818181818182,0.6824545454545454,0.41012727272727273,0.4640909090909091,0.4906481818181818,0.14956363636363637,-10.197545454545455,0.056763636363636356,1302480000.0
578,the epic,kamasi washington,9.0,2015-05-05,8.6,1.0,seth colter walls,2015-05-08,2j2q2ySuVk43eHB8wI5XQj,612556.5294117647,32.88235294117647,0.3778235294117647,0.3774470588235294,0.65,0.5860216352941175,0.12565294117647058,-8.910529411764704,0.06689411764705883,1431302400.0
579,the expanding flower planet,deradoorian,6.0,2015-09-01,8.0,0.0,philip sherburne,2015-08-20,10e1mx1PykreNOn02pFjIU,277982.2,10.9,0.5307000000000001,0.3611,0.4095,0.42317099599999997,0.21350000000000002,-10.581399999999999,0.03586,1440115200.0
580,the fall,gorillaz,5.0,2010-12-28,5.8,0.0,stephen m. deusner,2011-01-06,5jJGGsAztgUEXUHHZ2zrah,173779.06666666668,41.2,0.6253333333333334,0.3880133333333333,0.5567333333333333,0.24646321533333332,0.35076,-9.074866666666667,0.09132,1262304000.0
581,the fool,warpaint,6.0,2010-10-25,7.2,0.0,ryan dombal,2010-10-29,2f9bZWVlaffKuG8YmUuIIz,319622.2727272727,2.1818181818181817,0.5157272727272727,0.27329172727272727,0.5473636363636364,0.28509545454545454,0.12127272727272728,-9.405454545454546,0.031881818181818185,1290556800.0
582,the getaway,red hot chili peppers,5.0,2016-06-28,5.4,0.0,zoe camp,2016-06-20,43otFXrY0bgaq5fB3GrZj6,248260.3076923077,59.92307692307692,0.5395384615384615,0.17636746153846156,0.7308461538461538,0.030015402307692306,0.17686923076923078,-6.069153846153847,0.07063846153846154,1466121600.0
583,the ghosts of highway 20,lucinda williams,6.0,2016-02-12,8.0,0.0,grayson haver currin,2016-02-01,7K6EzecV6Qsaw0Enfx1Dcw,369752.35714285716,18.857142857142858,0.4749285714285714,0.5907857142857142,0.27390714285714285,0.05943257142857143,0.1322142857142857,-13.015214285714285,0.032471428571428575,1454630400.0
584,the glowing man,swans,9.0,2016-06-24,8.1,0.0,saby reyes-kulkarni,2016-06-21,0YMjf2pmkQipEkdHn4KIzf,888386.5,22.75,0.201375,0.19904750000000002,0.581125,0.35165799999999997,0.19075,-8.942,0.043437500000000004,1466121600.0
585,the golden age of apocalypse,thundercat,8.0,2011-09-08,8.1,0.0,jess harvell,2011-09-02,6pCLvgEb0INbO0WaN2Byyw,173084.61538461538,33.07692307692308,0.552923076923077,0.338250776923077,0.6288461538461539,0.5704384615384616,0.19114615384615385,-8.75676923076923,0.07882307692307691,1314576000.0
586,the haunted man,bat for lashes,7.0,2012-11-08,8.4,1.0,marc hogan,2012-10-22,5oGnsIdK6MNnm2OEHnOG4Z,282016.45454545453,11.818181818181818,0.5584545454545454,0.23034236363636362,0.5374545454545454,0.04033288909090909,0.1552090909090909,-10.350636363636363,0.0429,1350259200.0
587,the healing component,mick jenkins,5.0,2016-09-28,7.6,0.0,dean van nguyen,2016-09-28,2IjEb3Ob7GHEpLwSgaWJiX,249538.06666666668,34.333333333333336,0.5215333333333333,0.28275999999999996,0.5941333333333333,4.850666666666667e-05,0.28914,-9.883866666666666,0.45309333333333335,1474588800.0
588,the hope six demolition project,pj harvey,7.0,2016-04-18,7.6,0.0,laura snapes,2016-04-14,1Un5JM2tnlI7I9GBgylutb,227491.81818181818,28.363636363636363,0.5311818181818182,0.4928181818181818,0.611,0.056302100909090914,0.2275090909090909,-9.300636363636364,0.037654545454545454,1460678400.0
589,the horror,pop. 1280,7.0,2012-01-26,7.5,0.0,stuart berman,2012-02-03,5qPG7wFPe9MtC7NRyNvoku,260614.2,1.8,0.34809999999999997,0.024661595,0.8863,0.6789417999999999,0.29009999999999997,-4.4606,0.06512,1327363200.0
590,the hunter,mastodon,5.0,2011-09-28,7.5,0.0,brandon stosuy,2011-09-30,5Zjhls03el4wXkmtcZEi8b,244714.6923076923,29.846153846153847,0.29700000000000004,9.12776923076923e-05,0.9049230769230768,0.31870615384615386,0.13005384615384616,-4.636769230769231,0.12389230769230769,1317081600.0
591,the impossible kid,aesop rock,8.0,2016-05-06,8.2,0.0,sheldon pearce,2016-05-04,6D6v19wYlLDsYkkfebOY3g,194610.2,42.53333333333333,0.6217333333333334,0.05772,0.8102666666666667,0.0003246566666666667,0.26206666666666667,-5.869933333333333,0.20001333333333332,1461888000.0
592,the incredible true story,logic,6.0,2015-11-17,6.1,0.0,julian kimble,2015-11-18,5dOpbgAmJeyoakKQ0QLWkR,205367.11111111112,50.27777777777778,0.6349444444444444,0.16427777777777777,0.6952777777777778,0.01927703111111111,0.20528888888888888,-8.13038888888889,0.18381666666666666,1447372800.0
593,the inheritors,james holden,7.0,2013-07-10,8.2,0.0,andrew gaerig,2013-07-02,1cyyJp2x73H6a5buSo0SvR,302545.4,18.0,0.42279999999999995,0.42584133333333335,0.5360666666666667,0.7477333333333334,0.16526666666666667,-12.3262,0.06752,1372032000.0
594,the king is dead,the decemberists,4.0,2011-01-26,7.2,0.0,amanda petrusich,2011-01-17,3hd8GiXOy4KUTxVDVUDT5F,243511.8,42.8,0.5439,0.1927584,0.6559999999999999,0.000249597,0.19754,-5.3217,0.037380000000000004,1295308800.0
595,the king of limbs,radiohead,6.0,2011-02-20,7.9,0.0,mark pytlik,2011-02-24,3P17levwUPzmFfLYdAK3A7,281360.875,50.75,0.542625,0.41536375,0.6315,0.6187625,0.1272125,-10.86625,0.0614625,1297987200.0
596,the life of pablo,kanye west,6.0,2016-02-15,9.0,1.0,jayson greene,2016-02-15,7gsWAHLeT0w7es6FofOXk1,198003.85,67.9,0.621,0.34146099999999996,0.59085,0.0001161165,0.23974,-6.036700000000001,0.27398,1465516800.0
597,the lion's roar,first aid kit,7.0,2012-01-19,7.6,0.0,rachael maddux,2012-01-24,4lGoWk8cIXWrvGFm9Ksy4x,253515.0,8.272727272727273,0.4893636363636364,0.2920818181818182,0.5569090909090909,0.0004408172727272727,0.11217272727272727,-7.011454545454546,0.03212727272727273,1347840000.0
598,the magic,deerhoof,7.0,2016-07-11,6.9,0.0,benjamin scheim,2016-06-29,5jr5bZ77lNRwoDXyQLbEjp,161860.93333333332,2.1333333333333333,0.49606666666666666,0.29368,0.8352,0.07472272266666667,0.29433333333333334,-6.048933333333333,0.08943999999999999,1466899200.0
599,the magic whip,blur,7.0,2015-05-01,7.0,0.0,craig jenkins,2015-04-28,5xXVH18zf3cRPqoe8LmQW2,257767.6923076923,10.0,0.6606153846153847,0.18846984615384615,0.7184615384615385,0.18202684615384615,0.13134615384615383,-5.891153846153846,0.03745384615384616,1430092800.0
600,the man who died in his boat,grouper,7.0,2013-02-16,8.3,1.0,mark richardson,2013-02-01,2arK6QEmfa25k2feNozs9e,257168.0909090909,32.0,0.3048818181818182,0.9226363636363636,0.2071909090909091,0.9241818181818182,0.10446363636363637,-20.227,0.05437272727272727,1359936000.0
601,the miraculous,anna von hausswolff,6.0,2015-11-19,7.8,0.0,zoe camp,2015-11-17,2hBtS7GqTXKbQNRlpYMIaD,329918.22222222225,16.11111111111111,0.2386666666666667,0.2845222222222222,0.39844444444444443,0.42797666666666667,0.1758222222222222,-10.813777777777778,0.03665555555555556,1447372800.0
602,the money store,death grips,10.0,2012-04-20,8.7,1.0,jayson greene,2012-04-24,1PQDjdBpHPikAodJqjzm6a,190944.38461538462,51.84615384615385,0.5324615384615385,0.07023307692307693,0.9098461538461537,0.000621353076923077,0.20044615384615383,-3.694923076923077,0.29392307692307695,1335139200.0
603,the most lamentable tragedy,titus andronicus,4.0,2015-07-30,8.1,0.0,jeremy gordon,2015-07-27,2Mj8ihuIen0pqYKteVTlzB,192034.89655172414,15.0,0.27941379310344827,0.3070060482758621,0.5942793103448276,0.1621453675862069,0.25834137931034484,-7.705103448275862,0.07044137931034483,1438041600.0
604,the north borders,bonobo,6.0,2013-03-27,6.0,0.0,ruth saxelby,2013-04-12,343LOP7AV1WrvUON3J4xia,269767.28571428574,9.428571428571429,0.6611428571428571,0.22693571428571427,0.6090714285714285,0.5050228571428571,0.15157142857142855,-9.240785714285716,0.05222142857142857,1363824000.0
605,the odds,the evens,8.0,2012-11-22,8.0,0.0,douglas wolk,2012-11-19,3iqK0TuZ8YTknYc4Cf0YwK,185584.15384615384,14.923076923076923,0.6045384615384616,0.5715384615384616,0.5266923076923077,0.27994846153846153,0.17913076923076923,-11.49676923076923,0.05625384615384616,1353369600.0
606,the only place,best coast,3.0,2012-05-22,6.2,0.0,mark richardson,2012-05-16,6fEaHPFPcdyUL14XpGP5KN,186676.27272727274,1.6363636363636365,0.5285454545454545,0.15168454545454546,0.5949090909090909,0.03847144545454546,0.16033636363636364,-7.4564545454545454,0.02919090909090909,1337040000.0
607,the people's record,club 8,5.0,2010-07-05,6.2,0.0,matthew perpetua,2010-05-17,3g74asDQfwMZcENKlT6nhP,222677.0,4.0,0.5719000000000001,0.140285,0.8139,0.08569998999999999,0.29423,-7.1882,0.03574,1273622400.0
608,the physical world,death from above 1979,6.0,2014-09-10,7.0,0.0,jason heller,2014-09-11,22sYnou2SavBZHHFVUTmWs,195862.63636363635,32.90909090909091,0.36427272727272725,0.0003657327272727273,0.9524545454545454,0.08905760909090908,0.1862909090909091,-3.338636363636364,0.09930909090909092,1410220800.0
609,the rip tide,beirut,6.0,2011-08-08,7.7,0.0,larry fitzmaurice,2011-08-08,3DsGGsX4QSu85yWd7lBeqi,221433.55555555556,9.777777777777779,0.47044444444444444,0.6495555555555556,0.5146666666666666,0.15904772222222224,0.14406666666666668,-8.229888888888889,0.03146666666666667,1323302400.0
610,the satanist,behemoth,9.0,2014-02-11,8.2,0.0,grayson haver currin,2014-02-26,1I1ac81SctTWwGxLkya5vf,295801.1111111111,6.555555555555555,0.18504444444444446,0.00019015333333333333,0.9532222222222223,0.04686763333333333,0.2314888888888889,-4.708777777777778,0.10035555555555556,1393372800.0
611,the suburbs,arcade fire,8.0,2010-07-29,8.6,1.0,ian cohen,2010-08-02,3DrgM5X3yX1JP1liNLAOHI,240316.375,47.4375,0.448625,0.2175929375,0.72138125,0.231031875,0.20523750000000002,-7.5345625,0.04525,1280707200.0
612,the things we do to find people who feel like us,beach slang,7.0,2015-12-16,8.0,0.0,ian cohen,2015-11-05,3YIO1RBJiQoGLimgK6XisN,161556.5,16.9,0.26139999999999997,0.039434421000000004,0.8461000000000001,0.43575010000000003,0.26895,-4.0272,0.08837999999999999,1446163200.0
613,the underground resistance,darkthrone,6.0,2013-03-01,7.4,0.0,grayson currin,2013-02-25,2GbdKYnwbDn7KV37EcVQN1,417059.6666666667,23.666666666666668,0.1865,1.2766666666666668e-05,0.9691666666666666,0.2128,0.14896666666666666,-3.8051666666666666,0.13306666666666667,1361750400.0
614,the unnatural world,have a nice life,8.0,2014-01-28,7.8,0.0,jason heller,2014-02-06,3fGQCe3TEdboL5RSVFuvRI,355492.625,33.75,0.2429625,0.456047,0.5345,0.855375,0.1883,-10.289375,0.0491375,1391472000.0
615,the way out,the books,9.0,2010-07-19,7.7,0.0,chris dahlen,2010-07-20,3Ht9pevRimaOYARTDXXWcr,215138.64285714287,24.5,0.5937857142857144,0.4896428571428571,0.5082857142857142,0.2536845,0.2637357142857143,-11.590214285714286,0.1717357142857143,1279584000.0
616,the wilderness,explosions in the sky,4.0,2016-04-07,8.0,0.0,brandon stosuy,2016-03-28,7suYfomZDnOVT8O41cMTha,309359.55555555556,11.88888888888889,0.4592222222222222,0.45898888888888895,0.42544444444444446,0.8981111111111111,0.11647777777777778,-15.062666666666665,0.039822222222222224,1459468800.0
617,there's no leaving now,the tallest man on earth,8.0,2012-06-11,7.1,0.0,lindsay zoladz,2012-06-12,6Voznuxp5917IwIlLxSAik,234363.7,34.0,0.5171,0.8499000000000001,0.44020000000000004,0.0037759399999999998,0.11027,-5.611,0.03321,1339459200.0
618,these days...,ab-soul,5.0,2014-06-25,7.7,0.0,jayson greene,2014-06-26,021zMZKO2pUA3yoUQFW2uy,317356.26666666666,31.6,0.6126666666666666,0.20115333333333335,0.5834666666666667,9.266666666666667e-07,0.36656,-9.812666666666667,0.26048666666666664,1403568000.0
619,they want my soul,spoon,7.0,2014-08-07,8.6,1.0,ryan dombal,2014-08-04,2qGq0iQFEjrcDprsd7QSFx,225475.6,14.9,0.6582,0.13793811,0.8455,0.04331113,0.13078,-3.4363,0.03911,1411430400.0
620,this is all yours,alt-j,7.0,2014-10-15,4.0,0.0,ian cohen,2014-09-23,4oktVvRuO1In9B7Hz0xm0a,238122.14285714287,47.07142857142857,0.4930714285714286,0.6613785714285714,0.3841,0.22921121428571428,0.12859285714285715,-12.741785714285713,0.04397142857142857,1411344000.0
621,this is happening,lcd soundsystem,9.0,2010-05-17,9.2,1.0,ryan dombal,2010-05-17,3PupRy8XYrSEmTF5t4QwMD,431793.63636363635,15.636363636363637,0.6731818181818182,0.019653454545454543,0.6687272727272727,0.42638363636363635,0.1344,-9.124272727272727,0.05777272727272727,1274054400.0
622,this is my hand,my brightest diamond,7.0,2014-10-17,7.0,0.0,eric torres,2014-09-15,63RbFKUdpvWwaRcDGU2Piv,245781.5,2.4,0.5841000000000001,0.29177,0.4081,0.19493860999999998,0.11699,-11.9366,0.05243,1410825600.0
623,this world is not enough,marching church,6.0,2015-04-23,5.6,0.0,zach kelly,2015-04-06,6cqJodXQ59ePX0SwpRaiK9,367750.875,5.625,0.249125,0.0642595,0.545625,0.1108530925,0.1485625,-9.490375,0.0469,1427760000.0
624,tierra y libertad,xibalba,6.0,2015-01-30,7.6,0.0,andy o'connor,2015-01-29,0A4FDgaIHNwVoh0rgFeduI,326080.5,13.75,0.22162500000000002,0.00022378,0.836375,0.3300875,0.3688125,-7.445625,0.102175,1422316800.0
625,time & materials,cavanaugh,6.0,2015-12-11,7.2,0.0,nate patrin,2015-11-19,1w45MHkIWXi1Nw90H81zhb,173237.66666666666,8.444444444444445,0.6726666666666667,0.4787877777777778,0.5925555555555556,0.0019612855555555557,0.158,-8.68888888888889,0.3842222222222222,1447891200.0
626,time to die,electric wizard,5.0,2014-10-15,7.9,0.0,kim kelly,2014-10-01,0Wog8ZTHQGjngwsB0d7Ueo,435923.55555555556,25.88888888888889,0.15646666666666664,0.09956666666666666,0.8832222222222222,0.8883333333333333,0.34822222222222227,-7.152111111111111,0.11132222222222223,1388534400.0
627,to pimp a butterfly,kendrick lamar,10.0,2015-03-18,9.3,1.0,craig jenkins,2015-03-19,76cek8jEdNsxH60aUu8Qtj,296225.5625,22.3125,0.59075,0.32288875,0.7076250000000001,1.0789375e-05,0.31841875,-5.8020625,0.294175,1426464000.0
628,together,the new pornographers,7.0,2010-05-13,7.3,0.0,matthew perpetua,2010-05-05,5xB1vlldYNgaPU9HGBmr4x,222288.5,24.333333333333332,0.5366666666666666,0.19152166666666667,0.6401666666666667,0.0054699325,0.1973,-8.186916666666667,0.03281666666666667,1272844800.0
629,tomboy,panda bear,5.0,2011-04-06,8.5,1.0,jess harvell,2011-04-11,1dxMK0PJZ9RyarNPXQQeeP,272103.8181818182,24.181818181818183,0.3179727272727273,0.5133636363636364,0.745,0.3944808218181818,0.4463909090909091,-8.83481818181818,0.06107272727272727,1302480000.0
630,tomorrow's harvest,boards of canada,6.0,2013-06-12,8.3,1.0,mark richardson,2013-06-10,159ORixBSSemxiualv1Woj,219531.76470588235,36.1764705882353,0.4578058823529412,0.4684258823529412,0.4511529411764706,0.8534117647058824,0.14047058823529412,-17.34329411764706,0.06501176470588235,1370822400.0
631,tomorrow's modern boxes,thom yorke,6.0,2014-10-04,6.3,0.0,larry fitzmaurice,2014-10-01,48mLH4Pm2BErDEQC7YT1xW,286352.0,37.875,0.497625,0.6495124999999999,0.4108375,0.784875,0.1448875,-15.4185,0.1040625,1388534400.0
